id,pokemon_species_id,pokemon_id,revision,name,form_name,form_name_suffix,type_1,type_2,ability_1,ability_2,ability_hidden,egg_group_1,egg_group_2,height,weight,base_hp,yield_hp,base_attack,yield_attack,base_defense,yield_defense,base_sp_attack,yield_sp_attack,base_sp_defense,yield_sp_defense,base_speed,yield_speed,base_stats_total,yield_stats_total,generation_id,introduced_in,evolves_from_species_id,evolution_chain_id,color,shape,gender_rate,catch_rate,base_happiness,base_experience,egg_cycles,has_gender_traits,growth_rate,form_category,is_permanent_form,is_battle_form,is_aesthetic_form,is_default,form_is_default,species_order,pokemon_order,form_order,form_order2
129,129,129,1,magikarp,,,11,,33,,155,12,14,9,100,20,0,10,0,55,0,15,0,20,0,80,1,200,1,1,1,,64,8,3,4,255,70,40,5,1,1,,1,0,0,1,1,153,191,1,192
130,130,130,1,gyarados,,,11,3,22,,153,12,14,65,2350,95,0,125,2,79,0,60,0,100,0,81,0,540,2,1,1,129,64,2,2,4,45,70,189,5,1,1,,0,0,0,1,1,154,192,1,193
131,131,131,1,lapras,,,11,15,11,75,93,1,2,25,2200,130,2,85,0,80,0,85,0,95,0,60,0,535,2,1,1,,65,2,3,4,45,70,187,40,0,1,,1,0,0,1,1,155,194,1,195
132,132,132,1,ditto,,,1,,7,,150,13,,3,40,48,1,48,0,48,0,48,0,48,0,48,0,288,1,1,1,,66,7,1,-1,35,70,101,20,0,2,,1,0,0,1,1,156,195,1,196
133,133,133,1,eevee,,,1,,50,91,107,5,,3,65,55,0,55,0,50,0,45,0,65,1,55,0,325,1,1,1,,67,3,8,1,45,70,65,35,0,2,,1,0,0,1,1,157,196,1,197
134,134,134,1,vaporeon,,,11,,11,,93,5,,10,290,130,2,65,0,60,0,110,0,95,0,65,0,525,2,1,1,133,67,2,8,1,45,70,184,35,0,2,,1,0,0,1,1,158,197,1,198
135,135,135,1,jolteon,,,13,,10,,95,5,,8,245,65,0,65,0,60,0,110,0,95,0,130,2,525,2,1,1,133,67,10,8,1,45,70,184,35,0,2,,1,0,0,1,1,159,198,1,199
136,136,136,1,flareon,,,10,,18,,62,5,,9,250,65,0,130,2,60,0,95,0,110,0,65,0,525,2,1,1,133,67,8,8,1,45,70,184,35,0,2,,1,0,0,1,1,160,199,1,200
137,137,137,1,porygon,,,1,,36,88,148,10,,8,365,65,0,60,0,70,0,85,1,75,0,40,0,395,1,1,1,,68,6,7,-1,45,70,79,20,0,2,,1,0,0,1,1,166,205,1,206
138,138,138,1,omanyte,,,6,11,33,75,133,2,9,4,75,35,0,40,0,100,1,90,0,55,0,35,0,355,1,1,1,,69,2,10,1,45,70,71,30,0,2,,1,0,0,1,1,169,208,1,209
139,139,139,1,omastar,,,6,11,33,75,133,2,9,10,350,70,0,60,0,125,2,115,0,70,0,55,0,495,2,1,1,138,69,2,10,1,45,70,173,30,0,2,,1,0,0,1,1,170,209,1,210
140,140,140,1,kabuto,,,6,11,33,4,133,2,9,5,115,30,0,80,0,90,1,55,0,45,0,55,0,355,1,1,1,,70,3,14,1,45,70,71,30,0,2,,1,0,0,1,1,171,210,1,211
141,141,141,1,kabutops,,,6,11,33,4,133,2,9,13,405,60,0,115,2,105,0,65,0,70,0,80,0,495,2,1,1,140,70,3,6,1,45,70,173,30,0,2,,1,0,0,1,1,172,211,1,212
142,142,142,1,aerodactyl,,,6,3,69,46,127,4,,18,590,80,0,105,0,65,0,60,0,75,0,130,2,515,2,1,1,,71,7,9,1,45,70,180,35,0,1,,0,0,0,1,1,173,212,1,213
143,143,143,1,snorlax,,,1,,17,47,82,1,,21,4600,160,2,110,0,65,0,65,0,110,0,30,0,540,2,1,1,446,72,1,12,1,25,70,189,40,0,1,,1,0,0,1,1,175,215,1,216
144,144,144,1,articuno,,,15,3,46,,81,15,,17,554,90,0,85,0,100,0,95,0,125,3,85,0,580,3,1,1,,73,2,9,-1,3,35,261,80,0,1,,1,0,0,1,1,176,216,1,217
145,145,145,1,zapdos,,,13,3,46,,9,15,,16,526,90,0,90,0,85,0,125,3,90,0,100,0,580,3,1,1,,74,10,9,-1,3,35,261,80,0,1,,1,0,0,1,1,177,217,1,218
146,146,146,1,moltres,,,10,3,46,,49,15,,20,600,90,0,100,0,90,0,125,3,85,0,90,0,580,3,1,1,,75,10,9,-1,3,35,261,80,0,1,,1,0,0,1,1,178,218,1,219
147,147,147,1,dratini,,,16,,61,,63,2,14,18,33,41,0,64,1,45,0,50,0,50,0,50,0,300,1,1,1,,76,2,2,4,45,35,60,40,0,1,,1,0,0,1,1,179,219,1,220
148,148,148,1,dragonair,,,16,,61,,63,2,14,40,165,61,0,84,2,65,0,70,0,70,0,70,0,420,2,1,1,147,76,2,2,4,45,35,147,40,0,1,,1,0,0,1,1,180,220,1,221
149,149,149,1,dragonite,,,16,3,39,,136,2,14,22,2100,91,0,134,3,95,0,100,0,100,0,80,0,600,3,1,1,148,76,3,6,4,45,35,270,40,0,1,,1,0,0,1,1,181,221,1,222
150,150,150,1,mewtwo,,,14,,46,,127,15,,20,1220,106,0,110,0,90,0,154,3,90,0,130,0,680,3,1,1,,77,7,6,-1,3,0,306,120,0,1,,0,0,0,1,1,182,222,1,223
151,151,151,1,mew,,,14,,28,,,15,,4,40,100,3,100,0,100,0,100,0,100,0,100,0,600,3,1,1,,78,6,6,-1,45,100,270,120,0,4,,1,0,0,1,1,183,225,1,226
152,152,152,1,chikorita,,,12,,65,,102,1,7,9,64,45,0,49,0,65,0,49,0,65,1,45,0,318,1,2,3,,79,5,8,1,45,70,64,20,0,4,,1,0,0,1,1,184,226,1,227
153,153,153,1,bayleef,,,12,,65,,102,1,7,12,158,60,0,62,0,80,1,63,0,80,1,60,0,405,2,2,3,152,79,5,8,1,45,70,142,20,0,4,,1,0,0,1,1,185,227,1,228
154,154,154,1,meganium,,,12,,65,,102,1,7,18,1005,80,0,82,0,100,1,83,0,100,2,80,0,525,3,2,3,153,79,5,8,1,45,70,236,20,1,4,,1,0,0,1,1,186,228,1,229
155,155,155,1,cyndaquil,,,10,,66,,18,5,,5,79,39,0,52,0,43,0,60,0,50,0,65,1,309,1,2,3,,80,10,12,1,45,70,62,20,0,4,,1,0,0,1,1,187,229,1,230
156,156,156,1,quilava,,,10,,66,,18,5,,9,190,58,0,64,0,58,0,80,1,65,0,80,1,405,2,2,3,155,80,10,8,1,45,70,142,20,0,4,,1,0,0,1,1,188,230,1,231
157,157,157,1,typhlosion,,,10,,66,,18,5,,17,795,78,0,84,0,78,0,109,3,85,0,100,0,534,3,2,3,156,80,10,8,1,45,70,240,20,0,4,,1,0,0,1,1,189,231,1,232
158,158,158,1,totodile,,,11,,67,,125,1,2,6,95,50,0,65,1,64,0,44,0,48,0,43,0,314,1,2,3,,81,2,6,1,45,70,63,20,0,4,,1,0,0,1,1,190,232,1,233
159,159,159,1,croconaw,,,11,,67,,125,1,2,11,250,65,0,80,1,80,1,59,0,63,0,58,0,405,2,2,3,158,81,2,6,1,45,70,142,20,0,4,,1,0,0,1,1,191,233,1,234
160,160,160,1,feraligatr,,,11,,67,,125,1,2,23,888,85,0,105,2,100,1,79,0,83,0,78,0,530,3,2,3,159,81,2,6,1,45,70,239,20,0,4,,1,0,0,1,1,192,234,1,235
161,161,161,1,sentret,,,1,,50,51,119,5,,8,60,35,0,46,1,34,0,35,0,45,0,20,0,215,1,2,3,,82,3,8,4,255,70,43,15,0,2,,1,0,0,1,1,193,235,1,236
162,162,162,1,furret,,,1,,50,51,119,5,,18,325,85,0,76,0,64,0,45,0,55,0,90,2,415,2,2,3,161,82,3,8,4,90,70,145,15,0,2,,1,0,0,1,1,194,236,1,237
163,163,163,1,hoothoot,,,1,3,15,51,110,4,,7,212,60,1,30,0,30,0,36,0,56,0,50,0,262,1,2,3,,83,3,9,4,255,70,52,15,0,2,,1,0,0,1,1,195,237,1,238
164,164,164,1,noctowl,,,1,3,15,51,110,4,,16,408,100,2,50,0,50,0,86,0,96,0,70,0,452,2,2,3,163,83,3,9,4,90,70,158,15,0,2,,1,0,0,1,1,196,238,1,239
165,165,165,1,ledyba,,,7,3,68,48,155,3,,10,108,40,0,20,0,30,0,40,0,80,1,55,0,265,1,2,3,,84,8,9,4,255,70,53,15,1,3,,1,0,0,1,1,197,239,1,240
166,166,166,1,ledian,,,7,3,68,48,89,3,,14,356,55,0,35,0,50,0,55,0,110,2,85,0,390,2,2,3,165,84,8,9,4,90,70,137,15,1,3,,1,0,0,1,1,198,240,1,241
167,167,167,1,spinarak,,,7,4,68,15,97,3,,5,85,40,0,60,1,40,0,40,0,40,0,30,0,250,1,2,3,,85,5,14,4,255,70,50,15,0,3,,1,0,0,1,1,199,241,1,242
168,168,168,1,ariados,,,7,4,68,15,97,3,,11,335,70,0,90,2,70,0,60,0,70,0,40,0,400,2,2,3,167,85,8,14,4,90,70,140,15,0,3,,1,0,0,1,1,200,242,1,243
169,169,169,1,crobat,,,4,3,39,,151,4,,18,750,85,0,90,0,80,0,70,0,80,0,130,3,535,3,2,3,42,17,7,13,4,90,70,241,15,0,2,,1,0,0,1,1,46,66,1,67
170,170,170,1,chinchou,,,11,13,10,35,11,12,,5,120,75,1,38,0,38,0,56,0,56,0,67,0,330,1,2,3,,86,2,3,4,190,70,66,20,0,1,,1,0,0,1,1,201,243,1,244
171,171,171,1,lanturn,,,11,13,10,35,11,12,,12,225,125,2,58,0,58,0,76,0,76,0,67,0,460,2,2,3,170,86,2,3,4,75,70,161,20,0,1,,1,0,0,1,1,202,244,1,245
172,172,172,1,pichu,,,13,,9,,31,15,,3,20,20,0,40,0,15,0,35,0,35,0,60,1,205,1,2,3,,10,10,8,4,190,70,41,10,0,2,,1,0,0,1,1,25,34,1,34
173,173,173,1,cleffa,,,18,,56,98,132,15,,3,30,50,0,25,0,28,0,45,0,55,1,15,0,218,1,2,3,,14,6,6,6,150,140,44,10,0,3,,1,0,0,1,1,36,54,1,55
174,174,174,1,igglybuff,,,1,18,56,172,132,15,,3,10,90,1,30,0,15,0,40,0,20,0,15,0,210,1,2,3,,16,6,12,6,170,70,42,10,0,3,,1,0,0,1,1,41,61,1,62
175,175,175,1,togepi,,,18,,55,32,105,15,,3,15,35,0,20,0,65,0,40,0,65,1,20,0,245,1,2,3,,87,9,12,1,190,70,49,10,0,3,,1,0,0,1,1,203,245,1,246
176,176,176,1,togetic,,,18,3,55,32,105,4,6,6,32,55,0,40,0,85,0,80,0,105,2,40,0,405,2,2,3,175,87,9,12,1,75,70,142,10,0,3,,1,0,0,1,1,204,246,1,247
177,177,177,1,natu,,,14,3,28,48,156,4,,2,20,40,0,50,0,45,0,70,1,45,0,70,0,320,1,2,3,,88,5,9,4,190,70,64,20,0,2,,1,0,0,1,1,206,248,1,249
178,178,178,1,xatu,,,14,3,28,48,156,4,,15,150,65,0,75,0,70,0,95,1,70,0,95,1,470,2,2,3,177,88,5,9,4,75,70,165,20,1,2,,1,0,0,1,1,207,249,1,250
179,179,179,1,mareep,,,13,,9,,57,1,5,6,78,55,0,40,0,40,0,65,1,45,0,35,0,280,1,2,3,,89,9,8,4,235,70,56,20,0,4,,1,0,0,1,1,208,250,1,251
180,180,180,1,flaaffy,,,13,,9,,57,1,5,8,133,70,0,55,0,55,0,80,2,60,0,45,0,365,2,2,3,179,89,6,6,4,120,70,128,20,0,4,,1,0,0,1,1,209,251,1,252
181,181,181,1,ampharos,,,13,,9,,57,1,5,14,615,90,0,75,0,85,0,115,3,90,0,55,0,510,3,2,3,180,89,10,6,4,45,70,230,20,0,4,,0,0,0,1,1,210,252,1,253
182,182,182,1,bellossom,,,12,,34,,131,7,,4,58,75,0,80,0,95,0,90,0,100,3,50,0,490,3,2,3,44,18,5,12,4,45,70,221,20,0,4,,1,0,0,1,1,50,70,1,71
183,183,183,1,marill,,,11,18,47,37,157,2,6,4,85,70,2,20,0,50,0,20,0,50,0,40,0,250,2,2,3,298,90,2,6,4,190,70,88,10,0,3,,1,0,0,1,1,212,255,1,256
184,184,184,1,azumarill,,,11,18,47,37,157,2,6,8,285,100,3,50,0,80,0,60,0,80,0,50,0,420,3,2,3,183,90,2,6,4,75,70,189,10,0,3,,1,0,0,1,1,213,256,1,257
185,185,185,1,sudowoodo,,,6,,5,69,155,10,,12,380,70,0,100,0,115,2,30,0,65,0,30,0,410,2,2,3,438,91,3,12,4,65,70,144,20,1,2,,1,0,0,1,1,215,258,1,259
186,186,186,1,politoed,,,11,,11,6,2,2,,11,339,90,0,75,0,75,0,90,0,100,3,70,0,500,3,2,3,61,26,5,12,4,45,70,225,20,1,4,,1,0,0,1,1,68,92,1,93
187,187,187,1,hoppip,,,12,3,34,102,151,6,7,4,5,35,0,35,0,40,0,35,0,55,1,50,0,250,1,2,3,,92,6,6,4,255,70,50,20,0,4,,1,0,0,1,1,216,259,1,260
188,188,188,1,skiploom,,,12,3,34,102,151,6,7,6,10,55,0,45,0,50,0,45,0,65,0,80,2,340,2,2,3,187,92,5,6,4,120,70,119,20,0,4,,1,0,0,1,1,217,260,1,261
189,189,189,1,jumpluff,,,12,3,34,102,151,6,7,8,30,75,0,55,0,70,0,55,0,95,0,110,3,460,3,2,3,188,92,2,6,4,45,70,207,20,0,4,,1,0,0,1,1,218,261,1,262
190,190,190,1,aipom,,,1,,50,53,92,5,,8,115,55,0,70,0,55,0,40,0,55,0,85,1,360,1,2,3,,93,7,6,4,45,70,72,20,1,3,,1,0,0,1,1,219,262,1,263
191,191,191,1,sunkern,,,12,,34,94,48,7,,3,18,30,0,30,0,30,0,30,1,30,0,30,0,180,1,2,3,,94,10,1,4,235,70,36,20,0,4,,1,0,0,1,1,221,264,1,265
192,192,192,1,sunflora,,,12,,34,94,48,7,,8,85,75,0,75,0,55,0,105,2,85,0,30,0,425,2,2,3,191,94,10,12,4,120,70,149,20,0,4,,1,0,0,1,1,222,265,1,266
193,193,193,1,yanma,,,7,3,3,14,119,3,,12,380,65,0,65,0,45,0,75,0,45,0,95,1,390,1,2,3,,95,8,13,4,75,70,78,20,0,2,,1,0,0,1,1,223,266,1,267
194,194,194,1,wooper,,,11,5,6,11,109,2,5,4,85,55,1,45,0,45,0,25,0,25,0,15,0,210,1,2,3,,96,2,7,4,255,70,42,20,1,2,,1,0,0,1,1,225,268,1,269
195,195,195,1,quagsire,,,11,5,6,11,109,2,5,14,750,95,2,85,0,85,0,65,0,65,0,35,0,430,2,2,3,194,96,2,6,4,90,70,151,20,1,2,,1,0,0,1,1,226,269,1,270
196,196,196,1,espeon,,,14,,28,,156,5,,9,265,65,0,65,0,60,0,130,2,95,0,110,0,525,2,2,3,133,67,7,8,1,45,70,184,35,0,2,,1,0,0,1,1,161,200,1,201
197,197,197,1,umbreon,,,17,,28,,39,5,,10,270,95,0,65,0,110,0,60,0,130,2,65,0,525,2,2,3,133,67,1,8,1,45,35,184,35,0,2,,1,0,0,1,1,162,201,1,202
198,198,198,1,murkrow,,,17,3,15,105,158,4,,5,21,60,0,85,0,42,0,85,0,42,0,91,1,405,1,2,3,,97,1,9,4,30,35,81,20,1,4,,1,0,0,1,1,227,270,1,271
199,199,199,1,slowking,,,11,14,12,20,144,1,2,20,795,95,0,75,0,80,0,100,0,110,3,30,0,490,3,2,3,79,33,6,6,4,70,70,172,20,0,2,,1,0,0,1,1,87,116,1,117
200,200,200,1,misdreavus,,,8,,26,,,11,,7,10,60,0,60,0,60,0,85,0,85,1,85,0,435,1,2,3,,98,4,1,4,45,35,87,25,0,3,,1,0,0,1,1,229,272,1,273
201,201,201,1,unown,unown-a,a,14,,26,,,15,,5,50,48,0,72,1,48,0,72,1,48,0,48,0,336,2,2,3,,99,1,1,-1,225,70,118,40,0,2,,1,0,0,1,1,231,274,1,275
202,202,202,1,wobbuffet,,,14,,23,,140,11,,13,285,190,2,33,0,58,0,33,0,58,0,33,0,405,2,2,3,360,100,2,5,4,45,70,142,20,1,2,,1,0,0,1,1,233,276,1,304
203,203,203,1,girafarig,,,1,14,39,48,157,5,,15,415,70,0,80,0,65,0,90,2,65,0,85,0,455,2,2,3,,101,10,8,4,60,70,159,20,1,2,,1,0,0,1,1,234,277,1,305
204,204,204,1,pineco,,,7,,5,,142,3,,6,72,50,0,65,0,90,1,35,0,35,0,15,0,290,1,2,3,,102,4,1,4,190,70,58,20,0,2,,1,0,0,1,1,235,278,1,306
205,205,205,1,forretress,,,7,9,5,,142,3,,12,1258,75,0,90,0,140,2,60,0,60,0,40,0,465,2,2,3,204,102,7,1,4,75,70,163,20,0,2,,1,0,0,1,1,236,279,1,307
206,206,206,1,dunsparce,,,1,,32,50,155,5,,15,140,100,1,70,0,70,0,65,0,65,0,45,0,415,1,2,3,,103,10,2,4,190,70,145,20,0,2,,1,0,0,1,1,237,280,1,308
207,207,207,1,gligar,,,5,3,52,8,17,3,,11,648,65,0,75,0,105,1,35,0,65,0,85,0,430,1,2,3,,104,7,9,4,60,70,86,20,1,4,,1,0,0,1,1,238,281,1,309
208,208,208,1,steelix,,,9,5,69,5,125,10,,92,4000,75,0,85,0,200,2,55,0,65,0,30,0,510,2,2,3,95,41,4,2,4,25,70,179,25,1,2,,0,0,0,1,1,104,136,1,137
209,209,209,1,snubbull,,,18,,22,50,155,5,6,6,78,60,0,80,1,50,0,40,0,40,0,30,0,300,1,2,3,,105,6,12,6,190,70,60,20,0,3,,1,0,0,1,1,240,283,1,311
210,210,210,1,granbull,,,18,,22,95,155,5,6,14,487,90,0,120,2,75,0,60,0,60,0,45,0,450,2,2,3,209,105,7,6,6,75,70,158,20,0,3,,1,0,0,1,1,241,284,1,312
211,211,211,1,qwilfish,,,11,4,38,33,22,12,,5,39,65,0,95,1,85,0,55,0,55,0,85,0,440,1,2,3,,106,4,3,4,45,70,88,20,0,2,,1,0,0,1,1,242,285,1,313
212,212,212,1,scizor,,,7,9,68,101,135,3,,18,1180,70,0,130,2,100,0,55,0,80,0,65,0,500,2,2,3,123,58,8,13,4,25,70,175,25,1,2,,0,0,0,1,1,142,178,1,179
213,213,213,1,shuckle,,,7,6,5,82,126,3,,6,205,20,0,10,0,230,1,10,0,230,1,5,0,505,2,2,3,,107,10,14,4,190,70,177,20,0,4,,1,0,0,1,1,243,286,1,314
214,214,214,1,heracross,,,7,2,68,62,153,3,,15,540,80,0,125,2,75,0,40,0,95,0,85,0,500,2,2,3,,108,2,12,4,45,70,175,25,1,1,,0,0,0,1,1,244,287,1,315
215,215,215,1,sneasel,,,17,15,39,51,124,5,,9,280,55,0,95,0,55,0,35,0,75,0,115,1,430,1,2,3,,109,1,6,4,60,35,86,20,1,4,,1,0,0,1,1,245,289,1,317
216,216,216,1,teddiursa,,,1,,53,95,118,5,,6,88,60,0,80,1,50,0,50,0,50,0,40,0,330,1,2,3,,110,3,6,4,120,70,66,20,0,2,,1,0,0,1,1,247,291,1,319
217,217,217,1,ursaring,,,1,,62,95,127,5,,18,1258,90,0,130,2,75,0,75,0,75,0,55,0,500,2,2,3,216,110,3,6,4,60,70,175,20,1,2,,1,0,0,1,1,248,292,1,320
218,218,218,1,slugma,,,10,,40,49,133,11,,7,350,40,0,40,0,40,0,70,1,40,0,20,0,250,1,2,3,,111,8,2,4,190,70,50,20,0,2,,1,0,0,1,1,249,293,1,321
219,219,219,1,magcargo,,,10,6,40,49,133,11,,8,550,60,0,50,0,120,2,90,0,80,0,30,0,430,2,2,3,218,111,8,2,4,75,70,151,20,0,2,,1,0,0,1,1,250,294,1,322
220,220,220,1,swinub,,,15,5,12,81,47,5,,4,65,50,0,50,1,40,0,30,0,30,0,50,0,250,1,2,3,,112,3,8,4,225,70,50,20,0,1,,1,0,0,1,1,251,295,1,323
221,221,221,1,piloswine,,,15,5,12,81,47,5,,11,558,100,1,100,1,80,0,60,0,60,0,50,0,450,2,2,3,220,112,3,8,4,75,70,158,20,1,1,,1,0,0,1,1,252,296,1,324
222,222,222,1,corsola,,,11,6,55,30,144,2,9,6,50,65,0,55,0,95,1,65,0,95,1,35,0,410,2,2,3,,113,6,14,6,60,70,144,20,0,3,,1,0,0,1,1,254,298,1,326
223,223,223,1,remoraid,,,11,,55,97,141,2,12,6,120,35,0,65,0,35,0,65,1,35,0,65,0,300,1,2,3,,114,4,3,4,190,70,60,20,0,2,,1,0,0,1,1,255,299,1,327
224,224,224,1,octillery,,,11,,21,97,141,2,12,9,285,75,0,105,1,75,0,105,1,75,0,45,0,480,2,2,3,223,114,8,10,4,75,70,168,20,1,2,,1,0,0,1,1,256,300,1,328
225,225,225,1,delibird,,,15,3,72,55,15,2,5,9,160,45,0,55,0,45,0,65,0,45,0,75,1,330,1,2,3,,115,8,9,4,45,70,116,20,0,3,,1,0,0,1,1,257,301,1,329
226,226,226,1,mantine,,,11,3,33,11,41,2,,21,2200,85,0,40,0,70,0,80,0,140,2,70,0,485,2,2,3,458,116,7,9,4,25,70,170,25,0,1,,1,0,0,1,1,259,303,1,331
227,227,227,1,skarmory,,,9,3,51,5,133,4,,17,505,65,0,80,0,140,2,40,0,70,0,70,0,465,2,2,3,,117,4,9,4,25,70,163,25,0,1,,1,0,0,1,1,260,304,1,332
228,228,228,1,houndour,,,17,10,48,18,127,5,,6,108,45,0,60,0,30,0,80,1,50,0,65,0,330,1,2,3,,118,1,8,4,120,35,66,20,0,1,,1,0,0,1,1,261,305,1,333
229,229,229,1,houndoom,,,17,10,48,18,127,5,,14,350,75,0,90,0,50,0,110,2,80,0,95,0,500,2,2,3,228,118,1,8,4,45,35,175,20,1,1,,0,0,0,1,1,262,306,1,334
230,230,230,1,kingdra,,,11,16,33,97,6,2,14,18,1520,75,0,95,1,95,0,95,1,95,1,85,0,540,3,2,3,117,54,2,5,4,45,70,243,20,0,2,,1,0,0,1,1,134,170,1,171
231,231,231,1,phanpy,,,5,,53,,8,5,,5,335,90,1,60,0,60,0,40,0,40,0,40,0,330,1,2,3,,119,2,8,4,120,70,66,20,0,2,,1,0,0,1,1,263,308,1,336
232,232,232,1,donphan,,,5,,5,,8,5,,11,1200,90,0,120,1,120,1,60,0,60,0,50,0,500,2,2,3,231,119,4,8,4,60,70,175,20,1,2,,1,0,0,1,1,264,309,1,337
233,233,233,1,porygon2,,,1,,36,88,148,10,,6,325,85,0,80,0,90,0,105,2,95,0,60,0,515,2,2,3,137,68,8,7,-1,45,70,180,20,0,2,,1,0,0,1,1,167,206,1,207
234,234,234,1,stantler,,,1,,22,119,157,5,,14,712,73,0,95,1,62,0,85,0,65,0,85,0,465,1,2,3,,120,3,8,4,45,70,163,20,0,1,,1,0,0,1,1,265,310,1,338
235,235,235,1,smeargle,,,1,,20,101,141,5,,12,580,55,0,20,0,35,0,20,0,45,0,75,1,250,1,2,3,,121,9,6,4,45,70,88,20,0,3,,1,0,0,1,1,266,311,1,339
236,236,236,1,tyrogue,,,2,,62,80,72,15,,7,210,35,0,35,1,35,0,35,0,35,0,35,0,210,1,2,3,,47,7,12,0,75,70,42,25,0,2,,1,0,0,1,1,115,150,1,151
237,237,237,1,hitmontop,,,2,,22,101,80,8,,14,480,50,0,95,0,95,0,35,0,110,2,70,0,455,2,2,3,236,47,3,6,0,45,70,159,25,0,2,,1,0,0,1,1,118,153,1,154
238,238,238,1,smoochum,,,15,14,12,108,93,15,,4,60,45,0,30,0,15,0,85,1,65,0,65,0,305,1,2,3,,59,6,12,8,45,70,61,25,0,2,,1,0,0,1,1,143,180,1,181
239,239,239,1,elekid,,,13,,9,,72,15,,6,235,45,0,63,0,37,0,65,0,55,0,95,1,360,1,2,3,,60,10,12,2,45,70,72,25,0,2,,1,0,0,1,1,145,182,1,183
240,240,240,1,magby,,,10,,49,,72,15,,7,214,45,0,75,0,37,0,70,0,55,0,83,1,365,1,2,3,,61,8,6,2,45,70,73,25,0,2,,1,0,0,1,1,148,185,1,186
241,241,241,1,miltank,,,1,,47,113,157,5,,12,755,95,0,80,0,105,2,40,0,70,0,100,0,490,2,2,3,,122,6,6,8,45,70,172,20,0,1,,1,0,0,1,1,267,312,1,340
242,242,242,1,blissey,,,1,,30,32,131,6,,15,468,255,3,10,0,10,0,75,0,135,0,55,0,540,3,2,3,113,51,6,12,8,30,140,608,40,0,3,,1,0,0,1,1,128,163,1,164
243,243,243,1,raikou,,,13,,46,,39,15,,19,1780,90,0,85,0,75,0,115,1,100,0,115,2,580,3,2,3,,123,10,8,-1,3,35,261,80,0,1,,1,0,0,1,1,268,313,1,341
244,244,244,1,entei,,,10,,46,,39,15,,21,1980,115,1,115,2,85,0,90,0,75,0,100,0,580,3,2,3,,124,3,8,-1,3,35,261,80,0,1,,1,0,0,1,1,269,314,1,342
245,245,245,1,suicune,,,11,,46,,39,15,,20,1870,100,0,75,0,115,1,90,0,115,2,85,0,580,3,2,3,,125,2,8,-1,3,35,261,80,0,1,,1,0,0,1,1,270,315,1,343
246,246,246,1,larvitar,,,6,5,62,,8,1,,6,720,50,0,64,1,50,0,45,0,50,0,41,0,300,1,2,3,,126,5,6,4,45,35,60,40,0,1,,1,0,0,1,1,271,316,1,344
247,247,247,1,pupitar,,,6,5,61,,,1,,12,1520,70,0,84,2,70,0,65,0,70,0,51,0,410,2,2,3,246,126,4,2,4,45,35,144,40,0,1,,1,0,0,1,1,272,317,1,345
248,248,248,1,tyranitar,,,6,17,45,,127,1,,20,2020,100,0,134,3,110,0,95,0,100,0,61,0,600,3,2,3,247,126,5,6,4,45,35,270,40,0,1,,0,0,0,1,1,273,318,1,346
249,249,249,1,lugia,,,14,3,46,,136,15,,52,2160,106,0,90,0,130,0,90,0,154,3,110,0,680,3,2,3,,127,9,9,-1,3,0,306,120,0,1,,1,0,0,1,1,274,320,1,348
250,250,250,1,ho-oh,,,10,3,46,,144,15,,38,1990,106,0,130,0,90,0,110,0,154,3,90,0,680,3,2,3,,128,8,9,-1,3,0,306,120,0,1,,1,0,0,1,1,275,321,1,349
251,251,251,1,celebi,,,14,12,30,,,15,,6,50,100,3,100,0,100,0,100,0,100,0,100,0,600,3,2,3,,129,5,12,-1,45,100,270,120,0,4,,1,0,0,1,1,276,322,1,350
252,252,252,1,treecko,,,12,,65,,84,1,14,5,50,40,0,45,0,35,0,65,0,55,0,70,1,310,1,3,5,,130,5,6,1,45,70,62,20,0,4,,1,0,0,1,1,277,323,1,351
253,253,253,1,grovyle,,,12,,65,,84,1,14,9,216,50,0,65,0,45,0,85,0,65,0,95,2,405,2,3,5,252,130,5,6,1,45,70,142,20,0,4,,1,0,0,1,1,278,324,1,352
254,254,254,1,sceptile,,,12,,65,,84,1,14,17,522,70,0,85,0,65,0,105,0,85,0,120,3,530,3,3,5,253,130,5,6,1,45,70,239,20,0,4,,0,0,0,1,1,279,325,1,353
255,255,255,1,torchic,,,10,,66,,3,5,,4,25,45,0,60,0,40,0,70,1,50,0,45,0,310,1,3,5,,131,8,7,1,45,70,62,20,1,4,,1,0,0,1,1,280,327,1,355
256,256,256,1,combusken,,,10,2,66,,3,5,,9,195,60,0,85,1,60,0,85,1,60,0,55,0,405,2,3,5,255,131,8,6,1,45,70,142,20,1,4,,1,0,0,1,1,281,328,1,356
257,257,257,1,blaziken,,,10,2,66,,3,5,,19,520,80,0,120,3,70,0,110,0,70,0,80,0,530,3,3,5,256,131,8,6,1,45,70,239,20,1,4,,0,0,0,1,1,282,329,1,357
258,258,258,1,mudkip,,,11,,67,,6,1,2,4,76,50,0,70,1,50,0,50,0,50,0,40,0,310,1,3,5,,132,2,8,1,45,70,62,20,0,4,,1,0,0,1,1,283,331,1,359
259,259,259,1,marshtomp,,,11,5,67,,6,1,2,7,280,70,0,85,2,70,0,60,0,70,0,50,0,405,2,3,5,258,132,2,6,1,45,70,142,20,0,4,,1,0,0,1,1,284,332,1,360
